"topic","term","beta","ratio","label","decision"
4,"orthodox",0.00216125181848163,91.3961652019185,"Religion","keep"
4,"secular",0.00207754725541108,89.851802273211,"Religion","keep"
4,"prayers",0.00192687904188409,84.4405426075879,"Religion","keep"
4,"christianity",0.00179295174097121,194.135505051241,"Religion","keep"
4,"biblical",0.00159206078960188,47.2082924803699,"Religion","keep"
4,"evangelicals",0.00152509713914544,406.152987020896,"Religion","keep"
4,"judaism",0.00137442892561845,411.549827621367,"Religion","keep"
4,"mosque",0.00135768801300434,111.386781291428,"Religion","keep"
4,"hebrew",0.00122376071209146,45.7131614294161,"Religion","keep"
4,"jew",0.00122376071209146,89.8539771203902,"Religion","keep"
4,"jewish-community",0.0011233152364068,68.2076516157201,"Religion","keep"
4,"religious-freedom",0.0011233152364068,90.720506674774,"Religion","keep"
4,"yiddish",0.00102286976072214,68.1766850809473,"Religion","keep"
4,"rabbis",0.00100612884810803,237.652917476706,"Religion","keep"
4,"buddhist",0.000972647022879805,41.867567885375,"Religion","keep"
4,"religions",0.000855460634581034,64.5189298937926,"Religion","keep"
4,"religious-beliefs",0.000838719721966923,56.112806057422,"Religion","keep"
4,"anti-semitism",0.000755015158896372,55.7130603173913,"Religion","keep"
4,"passover",0.000721533333668151,149.208854890687,"Religion","keep"
4,"farris",0.000704792421054041,67.8689253462098,"Religion","drop"
4,"bledsoe",0.000688051508439931,90.4635357772425,"Religion","drop"
4,"monks",0.00067131059582582,41.9349473303281,"Religion","keep"
4,"faith-based",0.000654569683211711,32.5287569627674,"Religion","keep"
4,"ultra-orthodox",0.0006378287705976,185.031544406189,"Religion","keep"
4,"spirituality",0.000554124207527049,30.3548707216144,"Religion","keep"
4,"mosques",0.000520642382298829,115.202583501559,"Religion","keep"
4,"protestants",0.000503901469684718,44.0635692075275,"Religion","keep"
4,"falwell",0.000453678731842388,54.3609082055382,"Religion","drop"
5,"futures",0.0118454470266249,682.942389389277,"Commodity_Market","keep"
5,"pound",0.00511490437854913,36.6155939508385,"Commodity_Market","drop"
5,"commodity",0.00309728175406874,64.3210325383185,"Commodity_Market","keep"
5,"inventories",0.00288165796213954,146.288456650491,"Commodity_Market","keep"
5,"new-york-mercantile-exchange",0.00178813730307002,476.203966425588,"Commodity_Market","keep"
5,"soybean",0.00178813730307002,476.203966425588,"Commodity_Market","keep"
5,"cocoa",0.00157251351114082,91.0840096317122,"Commodity_Market","keep"
5,"speculators",0.00143389821632919,53.0606309609552,"Commodity_Market","keep"
5,"futures-prices",0.00138769311805865,431.542314081828,"Commodity_Market","keep"
5,"soybeans",0.00129528292151756,278.267812873896,"Commodity_Market","keep"
5,"bushel",0.00121827442439999,102.03722837034,"Commodity_Market","drop"
5,"commodity-markets",0.00115666762670593,99.4574338915838,"Commodity_Market","keep"
5,"price-increases",0.00109506082901187,54.7755315633433,"Commodity_Market","keep"
5,"bellies",0.000817830239388614,40.0542552542576,"Commodity_Market","drop"
5,"stockpiles",0.000817830239388614,43.2611556821645,"Commodity_Market","drop"
5,"chicago-mercantile-exchange",0.000725420042847528,210.441417914595,"Commodity_Market","keep"
5,"bearish",0.000679214944576985,50.1268392822603,"Commodity_Market","keep"
5,"futures-contracts",0.000633009846306442,34.9919699773487,"Commodity_Market","keep"
9,"traffic",0.027174104306626,36.1669454213246,"Traffic","keep"
9,"bridge",0.022599089812906,46.8439240095728,"Traffic","keep"
9,"highway",0.012059886384053,78.227237653273,"Traffic","keep"
9,"lanes",0.00878143470231844,391.884126823163,"Traffic","keep"
9,"parking",0.00722555932793593,34.1948990457236,"Traffic","keep"
9,"toll",0.00674397885491277,47.509114665595,"Traffic","keep"
9,"bridges",0.00544741604292734,57.9879263264078,"Traffic","keep"
9,"highways",0.00300246902604054,81.06633261086,"Traffic","keep"
9,"congestion",0.00283576809307098,168.559827495726,"Traffic","keep"
9,"beltway",0.00240975459770434,44.7655725449403,"Traffic","keep"
9,"motorists",0.00235418762004782,145.183442318267,"Traffic","keep"
9,"dr-gridlock",0.00220600901296377,639.954284690266,"Traffic","drop"
9,"pedestrians",0.00194669645056669,90.2177967278663,"Traffic","keep"
9,"tolls",0.00150216062931454,74.0440868956585,"Traffic","keep"
9,"roadway",0.00148363830342904,148.409436698954,"Traffic","keep"
9,"rush-hour",0.00139102667400151,73.0826005111888,"Traffic","keep"
9,"capital-beltway",0.0010761471339479,238.119166386727,"Traffic","drop"
9,"expressway",0.000983535504520373,72.872936671766,"Traffic","keep"
9,"potholes",0.00090944620097835,55.4266068872914,"Traffic","keep"
9,"i-66",0.000890923875092843,210.440897866724,"Traffic","drop"
9,"i-95",0.000890923875092843,210.440897866724,"Traffic","drop"
9,"intersections",0.000890923875092843,51.5621299330619,"Traffic","keep"
9,"traffic-congestion",0.000890923875092843,66.1150008913213,"Traffic","keep"
9,"roadways",0.000872401549207337,59.507969450308,"Traffic","keep"
9,"northbound",0.000687178290352276,141.970622756961,"Traffic","drop"
9,"ramps",0.000687178290352276,35.622843127133,"Traffic","keep"
9,"interchange",0.000631611312695758,33.022934476821,"Traffic","keep"
9,"transportation-authority",0.00057604433503924,50.2497190526546,"Traffic","keep"
9,"parking-spaces",0.000501955031497215,33.8685084314548,"Traffic","keep"
10,"diversity",0.00978797827621122,110.883518582505,"Minority","keep"
10,"hispanic",0.00972338181835799,121.497364822468,"Minority","keep"
10,"reynolds",0.00707492704637541,78.0867931035555,"Minority","drop"
10,"discrimination",0.00634821689552653,87.1175153872945,"Minority","keep"
10,"minorities",0.00620287486535676,114.106071291432,"Minority","keep"
10,"ethnic",0.00600908549179706,86.1920924990508,"Minority","keep"
10,"affirmative-action",0.00486249836490216,629.84421963222,"Minority","keep"
10,"latino",0.00369976212354395,64.2976292864948,"Minority","keep"
10,"hispanics",0.00326373603303463,209.9581581357,"Minority","keep"
10,"latinos",0.0018587630747268,411.288661096597,"Minority","keep"
10,"asians",0.00160037724331386,92.3832607525228,"Minority","keep"
10,"disparities",0.00155192989992394,85.3071588859306,"Minority","keep"
10,"ethnicity",0.00137428964082754,64.3187665803285,"Minority","keep"
10,"minority-groups",0.001293544068511,105.524802567305,"Minority","keep"
10,"civil-rights-act",0.000647579489978667,82.7486815776872,"Minority","keep"
10,"discriminated",0.000647579489978667,30.3745701855387,"Minority","keep"
10,"underrepresented",0.000631430375515359,86.4785262277252,"Minority","keep"
10,"wan",0.00061528126105205,30.9476114834944,"Minority","drop"
13,"storm",0.0173181283687173,232.826629112899,"Disaster","keep"
13,"hurricane",0.0120735565006008,689.01742504645,"Disaster","keep"
13,"earthquake",0.00493357795734047,165.730787987427,"Disaster","keep"
13,"storms",0.00487837193767609,282.904636352589,"Disaster","keep"
13,"winds",0.00399507562304594,40.8868823889086,"Disaster","keep"
13,"flooding",0.00381105555749799,100.429275934126,"Disaster","keep"
13,"hurricanes",0.00278054319042948,67.6741371474854,"Disaster","keep"
13,"flooded",0.00222848299378564,40.0937684015298,"Disaster","keep"
13,"fema",0.00215487496756646,508.99278338226,"Disaster","keep"
13,"emergency-management",0.00213647296101167,122.113541181079,"Disaster","keep"
13,"katrina",0.00200765891512811,102.687451783665,"Disaster","drop"
13,"hurricane-katrina",0.00195245289546372,120.330284913977,"Disaster","drop"
13,"rubble",0.00195245289546372,87.95482211989,"Disaster","drop"
13,"debris",0.00191564888235413,68.1764729251065,"Disaster","keep"
13,"quake",0.00191564888235413,452.48632579072,"Disaster","drop"
13,"evacuation",0.00160281477092262,69.2051072017047,"Disaster","keep"
13,"tornado",0.00154760875125824,50.1957121326591,"Disaster","keep"
13,"floods",0.00140039269881988,62.5567962561826,"Disaster","keep"
13,"gulf-coast",0.0013267846726007,64.0903476473399,"Disaster","drop"
13,"hurricane-milton",0.00119797062671714,372.542754394292,"Disaster","drop"
13,"tropical-storm",0.00101395056116919,224.35692552302,"Disaster","keep"
13,"tornadoes",0.000977146548059601,283.46625808247,"Disaster","keep"
13,"helene",0.000958744541504806,40.1796611190277,"Disaster","drop"
13,"earthquakes",0.000940342534950011,51.7127340104994,"Disaster","keep"
13,"rescuers",0.000921940528395216,79.615750815904,"Disaster","keep"
13,"champlain",0.000866734508730832,88.7488126870985,"Disaster","drop"
13,"evacuees",0.000848332502176037,200.38059192077,"Disaster","keep"
13,"downed",0.000829930495621242,40.0071564256637,"Disaster","drop"
13,"glimmers",0.000774724475956858,50.2176506633212,"Disaster","drop"
13,"forecasters",0.000737920462847269,35.1269839497528,"Disaster","drop"
13,"bashar",0.000701116449737679,165.607387249053,"Disaster","drop"
13,"noaa",0.000682714443182885,42.1457284699489,"Disaster","keep"
13,"al-assad",0.00066431243662809,176.914947596592,"Disaster","drop"
13,"border-crossings",0.00066431243662809,192.714348715201,"Disaster","drop"
13,"pensacola",0.00066431243662809,31.183282472125,"Disaster","drop"
13,"death-toll",0.000645910430073295,35.378459896029,"Disaster","keep"
13,"fort-myers",0.0006275084235185,33.62327794859,"Disaster","drop"
13,"ashore",0.000517096384189732,30.7295390406459,"Disaster","drop"
13,"sergey",0.000498694377634938,30.8279669028424,"Disaster","drop"
14,"judge",0.0298182580583271,205.425198936737,"Judicial","keep"
14,"ruling",0.0153497125575701,327.739088036147,"Judicial","keep"
14,"appeals",0.00790281251514352,96.8085680427136,"Judicial","keep"
14,"judges",0.00758634398744411,93.2290415755925,"Judicial","keep"
14,"courts",0.00749733721402865,51.1179201954821,"Judicial","keep"
14,"appeals-court",0.00327446029753976,221.953260445182,"Judicial","keep"
14,"federal-judge",0.00288876427940611,83.0019521712493,"Judicial","keep"
14,"upheld",0.00253273718574428,133.468951528254,"Judicial","keep"
14,"circuit-court",0.00194924833779851,51.0202947843406,"Judicial","keep"
14,"appellate",0.00177123479096759,160.370429362252,"Judicial","keep"
14,"district-judge",0.00176134514947699,151.880779282779,"Judicial","keep"
14,"federal-appeals-court",0.00150421447072122,163.971976680186,"Judicial","keep"
14,"rulings",0.00144487662177758,70.6058564329604,"Judicial","keep"
14,"unconstitutional",0.00133609056538091,64.5506063604744,"Judicial","keep"
14,"court-ruling",0.00123719415047485,61.9985861722901,"Judicial","keep"
14,"injunction",0.00110862881109697,66.477774167992,"Judicial","keep"
14,"federal-courts",0.00105918060364394,55.2723409908029,"Judicial","keep"
14,"court-ruled",0.000960284188737874,58.146605265052,"Judicial","keep"
14,"three-judge",0.000930615264266055,219.816212423558,"Judicial","keep"
14,"supreme-court-ruled",0.000653705302529078,30.930523521042,"Judicial","keep"
14,"judge-ruled",0.000416353906754526,30.6593178792032,"Judicial","keep"
14,"tribunal",0.000416353906754526,42.2784190034674,"Judicial","drop"
14,"oral-arguments",0.000347126416320282,71.8075041245625,"Judicial","keep"
16,"abortion",0.032624534868635,2775.01112099739,"Abortion","keep"
16,"abortions",0.007146899719652,1506.31147342954,"Abortion","keep"
16,"pregnancy",0.00658281923664868,285.288384670227,"Abortion","keep"
16,"abortion-rights",0.00489057778763874,446.656758138417,"Abortion","keep"
16,"pregnant",0.00413847047696765,96.8171441447079,"Abortion","keep"
16,"reproductive",0.00411966779420088,226.744721362986,"Abortion","keep"
16,"planned-parenthood",0.00357438999396434,790.905573089644,"Abortion","keep"
16,"roe",0.00308552024202813,173.396761626434,"Abortion","keep"
16,"clinics",0.0030291121937278,55.6384984089795,"Abortion","drop"
16,"antiabortion",0.00280348000052648,662.196698231615,"Abortion","keep"
16,"stem-cell",0.00257784780732515,570.400600055709,"Abortion","drop"
16,"embryos",0.00255904512455837,742.368631566311,"Abortion","keep"
16,"roe-v-wade",0.00235221561412382,520.474945783874,"Abortion","keep"
16,"fertility",0.00201376732432184,113.27907822694,"Abortion","drop"
16,"pro-life",0.00201376732432184,445.586464376123,"Abortion","keep"
16,"anti-abortion",0.00191975391048795,424.784108429525,"Abortion","keep"
16,"willke",0.00188214854495439,585.307174882912,"Abortion","drop"
16,"vann",0.00161891098621951,74.2107952606379,"Abortion","drop"
16,"bans",0.00160010830345274,32.4432400085431,"Abortion","keep"
16,"birth-control",0.00160010830345274,69.9678072902291,"Abortion","keep"
16,"fetus",0.00160010830345274,339.309897601017,"Abortion","keep"
16,"pregnancies",0.00158130562068596,134.837641982424,"Abortion","keep"
16,"contraception",0.00152489757238563,337.414213453814,"Abortion","keep"
16,"cloning",0.00135567342748463,164.399881543227,"Abortion","drop"
16,"pro-choice",0.00128046269641752,168.66087946549,"Abortion","keep"
16,"unborn",0.00120525196535042,73.0236338527155,"Abortion","keep"
16,"pregnant-women",0.00118644928258364,39.6999179195222,"Abortion","keep"
16,"embryonic",0.00114884391705008,158.319428989636,"Abortion","keep"
16,"fertilization",0.00114884391705008,271.362966210273,"Abortion","drop"
16,"sperm",0.00114884391705008,90.2126645286228,"Abortion","drop"
16,"stem-cells",0.00103602782044942,300.547476850138,"Abortion","drop"
16,"fetal",0.000998422454915868,62.751407611505,"Abortion","keep"
16,"ivf",0.000998422454915868,310.487622240586,"Abortion","drop"
16,"embryo",0.000960817089382313,203.821164254684,"Abortion","drop"
16,"infertility",0.000904409041081982,262.365401751209,"Abortion","drop"
16,"vitro",0.000885606358315205,72.5142715419968,"Abortion","drop"
16,"incest",0.000772790261714541,84.8192253683006,"Abortion","drop"
16,"prenatal",0.000735184896180987,155.232414558801,"Abortion","drop"
16,"komen",0.000603566116813547,160.737421188649,"Abortion","drop"
17,"workers",0.0578546599258741,50.0769289498845,"Workers","keep"
17,"employees",0.0412271540150284,43.2285674198934,"Workers","keep"
17,"jobs",0.0365009262671739,34.6068232116715,"Workers","keep"
17,"employers",0.0132615991546664,531.911404227063,"Workers","keep"
17,"employee",0.0103352560672643,30.0784808424861,"Workers","keep"
17,"hiring",0.0075191099998898,34.6590680791255,"Workers","keep"
17,"employer",0.00573146945277384,72.003198130855,"Workers","keep"
17,"wages",0.00466623159250612,60.4881188392271,"Workers","keep"
17,"workplace",0.00434788464575944,63.7215194033878,"Workers","keep"
17,"layoffs",0.00416422294571327,108.636621488142,"Workers","keep"
17,"minimum-wage",0.00367445841225685,211.618966154098,"Workers","keep"
17,"workforce",0.0032704026721553,49.2018461649877,"Workers","keep"
17,"unemployed",0.00237658239859731,64.1000331035614,"Workers","keep"
17,"labor-department",0.0022418971518968,44.2229684417059,"Workers","keep"
17,"human-resources",0.00180110907178601,30.053891275859,"Workers","keep"
17,"labor-force",0.000882800571555211,67.9743581695369,"Workers","keep"
17,"entry-level",0.00069913887150905,41.0117938341543,"Workers","drop"
17,"sick-leave",0.00069913887150905,69.1829814105043,"Workers","keep"
17,"interns",0.000637918304826997,33.5031771188301,"Workers","drop"
17,"furloughs",0.000613430078154175,44.9730870275589,"Workers","keep"
17,"low-wage",0.000552209511472122,40.0843896704716,"Workers","keep"
17,"laid-off",0.000490988944790069,59.1650430068529,"Workers","keep"
20,"festival",0.0111206895355019,466.536779885662,"Festival","keep"
20,"parade",0.00656746750623639,61.4395032495721,"Festival","keep"
20,"guests",0.00645641331040064,81.15314557966,"Festival","drop"
20,"fireworks",0.00318031453324616,79.5792003916307,"Festival","keep"
20,"gala",0.00277774307334158,94.474652468475,"Festival","keep"
20,"organizers",0.00259728000510849,34.6607816786412,"Festival","drop"
20,"year-eve",0.00191707305561455,36.8480324372663,"Festival","drop"
20,"venues",0.00187542773217615,34.1284862793389,"Festival","drop"
20,"festivities",0.00120910255716168,49.5200743351209,"Festival","keep"
20,"ceremonies",0.00118133900820274,30.8060412875265,"Festival","keep"
20,"festivals",0.001070284812367,45.6268111202348,"Festival","keep"
20,"black-tie",0.000653831577982951,88.3470189916534,"Festival","drop"
20,"ticketmaster",0.000639949803503483,86.2717919273213,"Festival","drop"
20,"fest",0.000612186254544546,34.6336865951986,"Festival","keep"
20,"hors",0.000473368509749865,99.9475363341663,"Festival","drop"
21,"magazine",0.0273611838075157,60.0686272505903,"Journalism","keep"
21,"newspaper",0.0215821636321307,67.5672292189521,"Journalism","keep"
21,"editor",0.0199310150105921,58.8114238098356,"Journalism","keep"
21,"reporter",0.0106350482713299,52.5027735920637,"Journalism","keep"
21,"newspapers",0.0105855138126838,73.0413513363231,"Journalism","keep"
21,"publisher",0.00847204357711442,124.794475811642,"Journalism","keep"
21,"journalists",0.0075639118352682,48.4960853795703,"Journalism","keep"
21,"journalism",0.00690345238665277,137.569462649352,"Journalism","keep"
21,"readers",0.00630903888289889,150.785692819892,"Journalism","keep"
21,"editors",0.00624299293803735,220.542820961056,"Journalism","keep"
21,"magazines",0.00579718281022193,115.761443660214,"Journalism","keep"
21,"articles",0.00530183822376036,30.4825667229628,"Journalism","keep"
21,"publications",0.00470742472000647,105.813816108179,"Journalism","keep"
21,"publishing",0.00464137877514493,91.8559335315171,"Journalism","keep"
21,"editorial",0.00389836189545257,40.2220870017601,"Journalism","keep"
21,"circulation",0.00378278149194487,92.7137319724554,"Journalism","keep"
21,"tribune",0.00360115514357563,122.563513494866,"Journalism","keep"
21,"managing-editor",0.00241232813606785,153.749734670591,"Journalism","keep"
21,"front-page",0.00234628219120631,49.687108814889,"Journalism","keep"
21,"newsweek",0.00209860989797553,71.0402281709676,"Journalism","keep"
21,"herald",0.00203256395311398,40.1073466227628,"Journalism","keep"
21,"newsroom",0.00198302949446783,132.726837326914,"Journalism","keep"
21,"news-organizations",0.00195000652203706,68.6277023502235,"Journalism","keep"
21,"daily-news",0.00188396057717551,46.9172859423022,"Journalism","keep"
21,"tabloid",0.00165279977016011,71.9649194533215,"Journalism","keep"
21,"journalistic",0.0014381504493601,72.8441662588718,"Journalism","keep"
21,"usa-today",0.00125652410099085,36.1017138127496,"Journalism","keep"
21,"vanity-fair",0.0012069896423447,45.7139378613441,"Journalism","drop"
21,"baquet",0.00110792072505238,295.053541385909,"Journalism","drop"
21,"gannett",0.00110792072505238,111.961907242039,"Journalism","keep"
21,"correspondents",0.001091409238837,60.7255513384952,"Journalism","keep"
21,"bradlee",0.000975828835329297,215.921728056185,"Journalism","drop"
21,"sports-illustrated",0.000975828835329297,42.5410989383704,"Journalism","keep"
21,"brill",0.000959317349113911,70.3562548768706,"Journalism","drop"
21,"hearst",0.000909782890467754,42.3665688358794,"Journalism","drop"
21,"gawker",0.000843736945606211,224.698002456333,"Journalism","drop"
21,"newsday",0.000843736945606211,37.8330750445382,"Journalism","keep"
21,"chicago-tribune",0.000827225459390825,37.3284802670962,"Journalism","keep"
21,"pulitzer",0.000827225459390825,39.1644098452881,"Journalism","keep"
21,"editorial-page",0.000744668028313896,42.7920574100755,"Journalism","keep"
21,"nast",0.000678622083452354,33.9594187032656,"Journalism","drop"
21,"pulitzer-prize",0.000678622083452354,32.4791880720836,"Journalism","keep"
21,"boston-globe",0.000662110597236968,30.4461997241207,"Journalism","keep"
21,"inquirer",0.000645599111021582,41.355541324298,"Journalism","keep"
21,"politico",0.000612576138590811,33.6893660153004,"Journalism","drop"
23,"garden",0.0161795301043049,31.8747490268687,"Horticulture","keep"
23,"tree",0.0119591908828168,30.9040487639185,"Horticulture","keep"
23,"trees",0.0118185129087672,48.2332136255935,"Horticulture","keep"
23,"flowers",0.00714487799311929,34.8815287246235,"Horticulture","keep"
23,"flower",0.0036122977558737,33.7874894826087,"Horticulture","keep"
23,"planted",0.00301832408766426,55.7805895317847,"Horticulture","keep"
23,"leaf",0.00276822991157608,34.6881649249613,"Horticulture","keep"
23,"seeds",0.00248687396347687,30.5425715102302,"Horticulture","keep"
23,"varieties",0.00226804155939971,58.8554027756572,"Horticulture","keep"
23,"roses",0.0021117326993446,54.3452277182712,"Horticulture","keep"
23,"planting",0.00203357826931704,43.6702170122277,"Horticulture","keep"
23,"gardeners",0.00197105472529499,414.354194808173,"Horticulture","keep"
23,"bulbs",0.00179911497923437,61.4128208773099,"Horticulture","keep"
23,"bees",0.00172096054920681,93.8058255577025,"Horticulture","keep"
23,"foliage",0.00172096054920681,315.991407930168,"Horticulture","keep"
23,"gardening",0.00172096054920681,68.4244078304104,"Horticulture","keep"
23,"gardener",0.00158028257515721,74.8898098172724,"Horticulture","keep"
23,"weeds",0.00158028257515721,79.2668915351319,"Horticulture","drop"
23,"bulb",0.00114261776700289,76.0818904818871,"Horticulture","keep"
23,"insect",0.00112698688099738,57.7859010321266,"Horticulture","keep"
23,"weed",0.00106446333697533,35.1485180119743,"Horticulture","drop"
23,"blooms",0.0010175706789588,87.4322450201189,"Horticulture","keep"
23,"flowering",0.000908154476920215,55.858867377474,"Horticulture","keep"
23,"blossoms",0.000861261818903681,48.7146090330073,"Horticulture","keep"
23,"pollen",0.000830000046892658,82.1992127951287,"Horticulture","keep"
23,"shrubs",0.000830000046892658,75.317022379918,"Horticulture","keep"
23,"watering",0.000767476502870612,36.7342439560075,"Horticulture","keep"
23,"grasses",0.000720583844854078,79.2624131768452,"Horticulture","keep"
23,"tupelo",0.000704952958848567,100.253557782179,"Horticulture","drop"
23,"seedlings",0.000673691186837543,58.7526490094885,"Horticulture","keep"
23,"botanic",0.00064242941482652,71.7115732072798,"Horticulture","keep"
23,"blooming",0.000533013212787941,31.9604809337502,"Horticulture","keep"
23,"compost",0.000533013212787941,41.7551736976639,"Horticulture","keep"
23,"botanical",0.000486120554771406,43.9484249716547,"Horticulture","keep"
25,"brokers",0.0097146054468868,65.3727810170084,"Financial","keep"
25,"trades",0.00866859597302956,132.942521850283,"Financial","keep"
25,"traders",0.00755617319924488,486.479144761255,"Financial","keep"
25,"morgan-stanley",0.00748975989931744,85.6795556715171,"Financial","keep"
25,"merrill",0.00740674327440813,262.964078589425,"Financial","keep"
25,"nyse",0.00702486679982533,1870.81239675769,"Financial","keep"
25,"stock-exchange",0.00662638700026067,126.210931190453,"Financial","keep"
25,"brokerage",0.0065267670503695,47.4555760599839,"Financial","keep"
25,"exchanges",0.0064437504254602,63.451526699853,"Financial","keep"
25,"nasdaq",0.00561358417636716,1325.95806145843,"Financial","keep"
25,"lehman",0.00446795475261876,48.8291662071237,"Financial","drop"
25,"merrill-lynch",0.00411928492799968,51.1209768853137,"Financial","keep"
25,"ipo",0.00352156522865269,746.96613101404,"Financial","keep"
25,"salomon",0.00313968875406989,100.337530017049,"Financial","drop"
25,"brokerage-firm",0.00295705217926942,72.7097802361137,"Financial","keep"
25,"trader",0.0029238455293057,74.9605537973498,"Financial","keep"
25,"investment-banking",0.00257517570468662,42.900484294795,"Financial","keep"
25,"brokerage-firms",0.00244234910483173,163.649834443366,"Financial","keep"
25,"schwab",0.00239253912988615,125.300473115692,"Financial","keep"
25,"painewebber",0.00234272915494057,223.581957079544,"Financial","drop"
25,"derivatives",0.0021600925801401,96.8942540866037,"Financial","keep"
25,"arbitrage",0.00207707595523079,228.168893633029,"Financial","keep"
25,"bear-stearns",0.00194424935537591,38.4620117194699,"Financial","drop"
25,"volatility",0.00191104270541219,88.911424988963,"Financial","keep"
25,"csfb",0.00179481943053916,520.669851332897,"Financial","drop"
25,"boesky",0.00172840613061172,207.979895280957,"Financial","drop"
25,"nasd",0.00166199283068427,482.137392399842,"Financial","drop"
25,"cftc",0.00157897620577497,472.798100500195,"Financial","drop"
25,"shearson",0.0014793562558838,101.481360572996,"Financial","drop"
25,"witter",0.0013963396309745,36.4473129223866,"Financial","drop"
25,"merrill-lynch-co",0.00134652965602892,30.537259639071,"Financial","keep"
25,"kidder",0.00126351303111961,121.482641869926,"Financial","drop"
25,"stock-index",0.00126351303111961,366.540015600679,"Financial","keep"
25,"cboe",0.00111408310628286,323.190999300993,"Financial","keep"
25,"securities-dealers",0.00111408310628286,49.0341573721871,"Financial","keep"
25,"trading-volume",0.00111408310628286,106.869384694697,"Financial","keep"
25,"underwriting",0.00103106648137356,33.9147539652174,"Financial","keep"
25,"cme",0.000948049856464255,113.976525349844,"Financial","keep"
25,"quattrone",0.000948049856464255,283.877723854481,"Financial","drop"
25,"salomon-smith-barney",0.000865033231554951,37.2324213611253,"Financial","drop"
25,"binance",0.000815223256609369,217.104440276063,"Financial","drop"
25,"charles-schwab",0.000815223256609369,46.7690395260117,"Financial","keep"
25,"merc",0.000732206631700064,219.24706868621,"Financial","drop"
25,"brokerages",0.000715603306718204,57.8815022500231,"Financial","keep"
25,"commodity-futures-trading",0.000665793331772621,140.939080173938,"Financial","keep"
25,"grasso",0.000665793331772621,51.0039663120843,"Financial","drop"
25,"initial-public-offerings",0.000615983356827038,130.391321929856,"Financial","keep"
29,"nba",0.0106189158907075,500.649620015967,"NBA","keep"
29,"knicks",0.00906313075828149,809.879907717133,"NBA","keep"
29,"wizards",0.00760287629188167,1682.28907335631,"NBA","drop"
29,"nets",0.00600614944544449,283.221431872795,"NBA","keep"
29,"bryant",0.00561037954333613,39.6474124356286,"NBA","drop"
29,"bullets",0.00472330907309324,133.822686104907,"NBA","drop"
29,"lakers",0.00438212812299983,1267.68898250578,"NBA","keep"
29,"warriors",0.0038498858408541,65.2613494599167,"NBA","keep"
29,"n.b.a",0.00382259136484662,788.428758674289,"NBA","keep"
29,"bulls",0.00271716508654396,38.347603522775,"NBA","keep"
29,"all-star",0.00253975099249538,49.4881226655834,"NBA","drop"
29,"celtics",0.00252610375449165,558.951189155005,"NBA","keep"
29,"o'neal",0.00241692585046175,115.184434907519,"NBA","drop"
29,"pistons",0.00228045347042439,483.387183482935,"NBA","keep"
29,"clippers",0.00225315899441691,532.207986650004,"NBA","keep"
29,"76ers",0.00215762832839076,646.0658314657,"NBA","keep"
29,"golden-state",0.00215762832839076,573.718808733568,"NBA","keep"
29,"beal",0.00180280014029361,130.012984832671,"NBA","drop"
